name,ra,dec,vmag
,255.8758978993,35.4140609755,6.2300
,274.5321407653,18.1316887715,6.2300
,85.3347320002,53.4810580052,6.2300
,298.0906871918,18.6718753669,6.2300
,333.6610536630,-41.3816651376,6.2300
,188.4475600592,33.3846678153,6.2300
,342.5420578345,50.6769190724,6.2300
,152.4853605935,-12.0953053149,6.2300
,102.0512179149,55.7041921820,6.2300
,296.2432648705,45.1304117348,6.2300
,18.2478109724,30.0642278262,6.2300
,188.7268483786,-67.7568964095,6.2300
,182.8811890036,-51.3593324106,6.2300
,242.0206062160,17.0543596959,6.2300
,107.5390322448,-18.6856405927,6.2300
,104.4276483015,-27.5375108578,6.2300
,86.7690698892,-28.6389129844,6.2300
,325.5348070716,45.7656976370,6.2300
,183.8768717487,-41.9132781869,6.2300
,81.1928674663,-52.3162454333,6.2300
,297.1752439748,11.8158957605,6.2300
,50.8237548419,-7.7940987130,6.2300
,328.6496443158,-3.3012734959,6.2300
,315.5375223631,56.6696145407,6.2300
,144.1059396091,-48.7511778900,6.2300
,358.3368506296,-24.2292522777,6.2310
,289.9018113603,54.3759951924,6.2310
,283.4429558758,57.4865572449,6.2320
,161.0834440351,-70.8597253605,6.2330
,297.8238668858,9.6298928671,6.2330
,97.1168911079,16.2383847819,6.2330
,81.5098464722,-5.5185056887,6.2330
,3.7329099776,22.2842257689,6.2340
,117.3700292860,-13.3529497085,6.2340
,183.5705240652,-64.4085192595,6.2350
,14.5926231376,-60.6962385191,6.2350
,169.3000302959,-38.0143672904,6.2350
,213.3052380947,-26.6123100908,6.2360
,112.7130585074,-5.2264933629,6.2360
,77.7417679377,-2.2541145138,6.2360
,103.2815772461,44.8399384131,6.2360
,146.3791106025,78.1347082831,6.2360
,39.6533452306,3.4432017189,6.2370
,288.8884586229,-24.1793531800,6.2370
,158.5529643913,-60.9876293664,6.2380
,310.4923522364,17.5214901228,6.2380
,210.9823139570,4.9009722926,6.2380
,0.7395341035,-20.0458830152,6.2380
,110.5774604890,-2.9791286791,6.2380
,135.5266193022,-39.4021425035,6.2380
,352.9251575576,-21.3694623128,6.2390
,134.4944473989,30.2338251890,6.2390
,53.6561307474,-9.8682590747,6.2390
,210.9031922001,7.5461703852,6.2390
,173.9264015268,-61.2878714847,6.2400
,266.4176441218,31.5046795604,6.2400
,302.7647574755,21.1345789805,6.2400
,142.4578054172,-23.3453441742,6.2400
,0.4327050439,42.3671433409,6.2400
,5.6061787709,13.4824884698,6.2400
,48.7511317606,-26.1004585477,6.2400
,26.1923803261,57.0892323923,6.2400
,278.8766595167,23.6055410194,6.2400
,253.5441876206,-1.6123032837,6.2400
,151.2576403847,-51.3136170806,6.2400
,98.1953046659,-11.1663853924,6.2400
,161.0954521816,-59.9933251361,6.2400
,123.1282833333,-46.2642777778,6.2400
,13.8111386738,24.5570641354,6.2400
,281.4833130728,-50.8727039501,6.2400
,338.2622157875,69.9135229861,6.2400
,346.8115598380,-50.6866848877,6.2400
,350.1837435317,44.1161665861,6.2400
,209.6301532294,-65.8006671258,6.2400
,19.2656579406,-66.3978551922,6.2400
,24.4071092740,-9.4038220821,6.2400
,250.2103469680,-60.4464464209,6.2400
,39.6533387875,3.4431993056,6.2400
,121.1788821450,-62.8363453362,6.2410
,231.4719572995,19.4807070716,6.2410
,134.8158934771,-28.8060402269,6.2410
,104.6621364417,7.6222966964,6.2410
,74.3216293752,-1.0672566074,6.2410
,245.6621050560,-2.0798664635,6.2410
,193.4571550420,12.4183947045,6.2410
,38.4775170713,-51.0935485606,6.2420
,155.9192678234,-41.9531916563,6.2420
,317.3874969118,-20.5566608286,6.2420
,122.1768570007,13.6409187201,6.2420
,98.0772733800,17.7843506205,6.2420
,296.1424608616,13.3027775626,6.2430
,188.3925804805,24.2829833265,6.2430
,47.8197054384,-16.0249642473,6.2430
,45.4678986405,5.3361485209,6.2430
,124.5657819464,54.1436969242,6.2430
,270.7870534087,48.4642754453,6.2430
,85.8757718378,-39.4069089102,6.2430
,96.3750230292,-35.0641500615,6.2430
,130.5867601277,-55.7745576380,6.2430
,267.5421347263,78.3065392369,6.2440
,339.5922744954,-7.8975582956,6.2440
,152.1475989968,-15.6119378405,6.2440
,292.3250941567,0.2460744016,6.2450
,236.6892676785,-6.1203569907,6.2450
,250.1438225447,-20.4086476657,6.2450
,192.1741797249,48.4668405106,6.2450
,294.8939029185,45.9574384547,6.2450
,2.2172333874,25.4629848945,6.2460
,92.1442882531,-44.3562127056,6.2460
,19.5422850670,47.4197059723,6.2460
,240.7187167681,-62.5415905504,6.2460
,20.1440500270,-3.2469915348,6.2460
,353.4291070761,45.0580955458,6.2460
,227.3563407660,-63.6429303982,6.2470
,291.0919672085,16.9377213920,6.2470
,128.4376921077,13.2573118484,6.2470
,113.3048267120,-40.0585215615,6.2470
,83.9812511117,27.6623471252,6.2470
,54.8545148502,75.7396218577,6.2470
,21.1746424813,-44.5285765292,6.2470
,161.9099852327,-57.4674098109,6.2480
,222.4220563208,48.7208058170,6.2480
,28.7240843563,40.7019977525,6.2480
,96.2324900621,-63.8281429127,6.2490
,145.4103520951,25.9128774294,6.2490
,354.4155966503,16.8254981465,6.2490
,359.2839940535,-26.6234434810,6.2490
,63.3940443342,10.2124772973,6.2490
,196.2009797541,-41.1963237035,6.2490
,143.3329487188,-7.1902020838,6.2500
,301.8962108688,-55.0160136696,6.2500
,163.3381928706,-58.8934526876,6.2500
,234.1174277161,15.1014555493,6.2500
,275.3806921360,-24.9152753833,6.2500
,160.3507747581,-1.7414919714,6.2500
,149.7762684195,-23.9507686287,6.2500
,3.5094953325,33.2060413679,6.2500
,351.8116375358,1.1226070420,6.2500
,47.0879546208,18.7950522840,6.2500
,323.3625833333,-0.8232500000,6.2500
,41.7648959346,35.5546748486,6.2500
,168.1265458458,-18.4998486750,6.2500
,300.5842377856,64.6344200781,6.2500
,119.8012704155,-49.9768498625,6.2500
,41.7430103908,35.9835206434,6.2500
,72.9583046143,13.6551351364,6.2500
,349.2864874222,-28.4382754279,6.2500
,119.2122781405,-59.1257663531,6.2500
,143.4964175711,23.4539216833,6.2500
,94.2446077632,23.7409122418,6.2500
,153.7819448777,59.9855406372,6.2500
,289.1365285858,-33.5223167257,6.2500
,155.8047507807,-30.1622614457,6.2500
,67.8577107692,-13.6442230386,6.2500
,297.2295339121,-52.8881097960,6.2500
,314.9005816555,-19.0352785541,6.2500
,1.2333291814,26.6487708902,6.2500
,352.3836740643,-4.5327480207,6.2500
,63.4576587223,12.7537071537,6.2500
,133.5610210831,30.5794013469,6.2500
,154.7711419338,-64.6762587431,6.2500
,274.9172109116,-63.8865616755,6.2500
,311.8522573794,36.4909645071,6.2500
,256.7217695204,-26.5130200140,6.2510
,234.0473463543,-33.0928040997,6.2510
,83.6220242497,-0.0123464442,6.2510
,189.9827162774,-66.5111363708,6.2520
,37.5691945673,33.8337220408,6.2520
,318.3699532639,15.9824220940,6.2520
,56.9542471792,32.1954142204,6.2520
,264.7854358017,2.0280499456,6.2530
,118.6219312058,47.3859773740,6.2530
,261.1129935904,36.9519335619,6.2530
,188.3426940670,-19.7924849369,6.2540
,331.4634108058,48.2314938056,6.2540
,56.3488986495,-71.6581318066,6.2550
,142.8875929680,-66.7190283951,6.2550
,243.2357762924,-4.2207866250,6.2550
,179.1829790001,-47.0723777023,6.2550
,180.1759242436,-21.8374972836,6.2550
,122.3460528146,42.4306094061,6.2550
,289.1192169314,-69.1908270915,6.2550
,171.9738105841,-1.6999377148,6.2560
,84.0428974039,-28.7080135002,6.2560
,263.8958551417,-59.8461231460,6.2570
,201.8360654291,-49.3812914584,6.2570
,76.5387304966,-73.0376710801,6.2570
,238.9160550749,18.6207441276,6.2570
,142.3850650970,-4.2466359954,6.2570
,124.3818806801,8.8663054372,6.2570
,192.5811900558,-48.4595438512,6.2570
,169.9022006445,-75.1424467187,6.2580
,292.6951185755,36.2285249851,6.2580
,103.8942561616,8.3242909331,6.2580
,250.2980966860,-1.0003132993,6.2590
,183.8344635356,87.7001184611,6.2590
,281.2308300166,54.8971846932,6.2590
,269.4280702211,-56.8962511794,6.2590
,305.1346417027,-55.0508843554,6.2590
,104.6655964670,-55.7291234620,6.2600
,311.7648396477,-2.4869086351,6.2600
,316.8901820178,15.6586575919,6.2600
,87.8572935325,32.1246919781,6.2600
,62.3426388070,54.8288645973,6.2600
,42.2312926544,69.6342893063,6.2600
,89.3959157733,66.0960993076,6.2600
,16.5466708052,32.1814886015,6.2600
,225.2178202812,22.0455875610,6.2600
,247.7615982775,35.2250665480,6.2600
,217.9283802768,60.2256346289,6.2600
,276.2435893255,27.3947813699,6.2600
,287.4408578811,65.9785143330,6.2600
,289.7547875735,37.4453449310,6.2600
,327.0349759268,36.5803884090,6.2600
,355.3616049507,49.5124165964,6.2600
,222.9637755974,-18.3553268392,6.2600
,112.0080342453,-26.8389760925,6.2600
,310.2317736152,-42.3966885915,6.2600
,119.8065047419,-49.9737707107,6.2600
,315.1809270674,-53.7390690216,6.2600
,36.3167847709,56.6098206748,6.2600
,42.3780705413,57.0843190077,6.2600
,158.3557877674,-58.1901490089,6.2600
,133.8300089779,-45.0416733650,6.2600
,290.4046397786,-19.2344570690,6.2600
,346.9489441554,63.6334648742,6.2600
,144.3027541667,-53.6683222222,6.2600
,23.1515297009,-49.7277137941,6.2600
,11.1318895052,-62.4975896441,6.2600
,294.9240807598,-45.2785519578,6.2600
,186.7005905922,-48.9131943072,6.2600
,103.5094078030,-50.6115996594,6.2600
,191.8892653229,-6.3017519777,6.2600
,40.0653824602,6.1119500572,6.2600
,104.9135662003,-21.6028937196,6.2600
,72.4260171386,-13.7696688437,6.2600
,295.0779976813,-54.4177893465,6.2600
,58.0009548750,6.5348980944,6.2600
,93.6191071208,17.9063285111,6.2600
,315.7924560411,-27.7315923094,6.2600
,324.0582574710,30.0554212056,6.2600
,76.2525238963,-54.4074009672,6.2610
,270.3463440338,-17.1568677332,6.2610
,83.4092295352,34.7255711097,6.2610
,33.3381085355,74.0277206002,6.2610
,19.1286699011,79.9100182262,6.2610
,61.4854503498,-8.8561044083,6.2610
,161.1123370717,-72.4434978728,6.2610
,97.5125426518,-65.5682410726,6.2620
,147.5982711544,65.5932265482,6.2620
,280.5600839441,-81.8081128932,6.2620
,193.1024550383,-53.8299323530,6.2620
,104.1904224929,-35.3413345272,6.2620
,277.5595567179,-5.7241781465,6.2630
,140.8557016075,-48.2869427011,6.2640
,336.4195810419,18.4443121960,6.2640
,88.8973705010,-4.7885855650,6.2640
,7.1796930713,-50.5328570144,6.2650
,120.3815314457,-55.4546561799,6.2650
,113.5206816609,10.5680751862,6.2650
,181.1171170578,85.5871311227,6.2650
,140.8638403466,-60.3023153066,6.2650
,279.9649926442,7.3585990194,6.2650
,189.7181631999,-67.1930497577,6.2650
,176.3026468236,-49.0698417936,6.2660
,132.0008992370,-52.8501534317,6.2660
,161.0606151305,19.7588328951,6.2660
,6.5906303107,-18.6936320584,6.2660
,175.4312372908,55.1720100236,6.2660
,238.6678108906,8.5803375915,6.2660
,259.8771418996,-50.0637630116,6.2670
,28.7402549471,37.1282963449,6.2670
,350.6688001779,20.8287144318,6.2670
,327.3619438715,20.4624446669,6.2670
,317.6955819013,-9.3540737666,6.2670
,138.3277698198,-42.2732900818,6.2670
,151.3136668102,-36.3843842857,6.2680
,161.5711102567,-60.6028723582,6.2680
,256.2723638151,-45.5021273644,6.2680
,139.8853142873,-55.1864706215,6.2680
,92.9413045789,52.6471836033,6.2680
,210.8847538026,10.7867616357,6.2680
,226.5580588406,-36.2646019197,6.2690
,228.2542540096,-61.7437768812,6.2690
,283.0302080504,41.3832447026,6.2690
,210.5507873396,45.7534579761,6.2690
,302.8375700683,21.8749363709,6.2690
,341.3673994709,19.3665569320,6.2690
,241.4080813997,8.0962497319,6.2690
,253.7638728659,-42.0908307838,6.2700
,211.1559466158,2.2975319571,6.2700
,218.4095569413,79.6604262726,6.2700
,129.2031044303,74.7236760197,6.2700
,94.9090402534,-22.1031200819,6.2700
,104.3566122245,11.9075549547,6.2700
,280.7931340162,70.7928478462,6.2700
,284.3096308605,-43.9170096329,6.2700
,168.0424573472,-46.2667556258,6.2700
,90.5958688000,9.6473666056,6.2700
,103.6111814870,-42.3655718115,6.2700
,215.8136865608,1.2415670194,6.2700
,250.7648574346,-46.0702936002,6.2700
,264.3621619963,-38.0663654648,6.2700
,108.4516044190,-22.9057779953,6.2700
,78.8652277343,22.2848563287,6.2700
,142.2595770384,-1.2569119527,6.2700
,285.5898603976,8.3735376465,6.2710
,293.8894154976,-12.2531141554,6.2710
,69.2122115956,-30.7167778189,6.2710
,161.2894046496,2.4879738053,6.2710
,120.8733559887,-42.9483284408,6.2710
,92.6663661021,-45.2819888502,6.2720
,287.8284020420,-29.5022933317,6.2720
,111.2120112331,-19.0122831069,6.2720
,100.3414227755,16.3976527442,6.2720
,174.6346788736,33.6258291485,6.2730
,7.2360955125,36.8996933380,6.2730
,205.0891033585,57.2076041349,6.2730
,304.3710688922,42.7220619380,6.2730
,100.8473083133,-39.1931121588,6.2730
,47.1616324824,8.4710715900,6.2730
,286.7284099294,-50.3231426662,6.2740
,84.2290773277,-66.5602854757,6.2740
,109.3819273602,-6.6799948853,6.2740
,15.6787789720,-65.4561015540,6.2750
,304.0142762251,38.8980065442,6.2750
,339.2028275504,35.6524193078,6.2750
,303.9608842257,-30.0052745894,6.2750
,338.9724270900,50.0707881349,6.2750
,277.0257282666,-26.7573062772,6.2760
,359.5884374160,-15.8474836240,6.2760
,38.0614959165,-36.4272870253,6.2760
,339.1220927558,-40.5827046664,6.2760
,188.7764381917,18.3770922938,6.2760
,336.5446001746,-23.6824464550,6.2760
,12.2363646853,-46.6976453742,6.2770
,324.7754820855,-33.6788530537,6.2770
,3.3496717196,26.9875463942,6.2770
,92.4464375825,-26.7010851558,6.2770
,269.2332345529,6.4877303344,6.2770
,229.5393138522,-41.0611615761,6.2770
,95.7560592959,-63.6831349457,6.2780
,97.8956156511,-36.9400237002,6.2780
,172.4315145791,56.7375740305,6.2780
,260.7136987864,-2.3881776252,6.2780
,105.1771345133,-28.4895740241,6.2790
,26.2326063070,20.0831491369,6.2790
,75.0551543539,-78.3000274118,6.2790
,298.2551931471,47.8077204619,6.2790
,304.7624973839,-63.2307421723,6.2790
,20.9061302332,34.2458652128,6.2800
,270.2386263282,15.0935524427,6.2800
,230.5968074850,12.5675261460,6.2800
,299.7351156856,-30.5383895839,6.2800
,216.3714663321,38.3930521962,6.2800
,188.2619947814,10.2956703840,6.2800
,358.2698365556,2.0906162722,6.2800
,95.3574210051,2.2685212177,6.2800
,233.9549746867,38.3739254808,6.2800
,238.2338150099,17.4031484052,6.2800
,40.7577368776,48.2652440646,6.2800
,52.8722514733,49.2097726804,6.2800
,95.3579974537,17.7634643869,6.2800
,126.1374973759,82.4307583245,6.2800
,138.8392788481,84.1810140276,6.2800
,339.2702034194,12.5768169801,6.2800
,171.9599084813,45.1852043606,6.2800
,161.6547591162,-43.1926739863,6.2800
,193.0510708156,17.0739414107,6.2800
,221.3071323347,32.7883449982,6.2800
,301.2224687582,68.0271600466,6.2800
,113.6649150042,-51.4745168792,6.2800
,304.7332464866,-47.7107789316,6.2800
,197.4251334083,38.5338840666,6.2800
,73.2735190980,-72.4076791521,6.2800
,22.3772449661,-46.7564213065,6.2800
,153.0118824375,-28.6059579264,6.2800
,149.1951952021,-26.5496723844,6.2800
,345.3460192103,-22.7908940517,6.2800
,56.8376609551,24.1162678233,6.2800
,93.2500000000,10.2333333333,6.2800
,305.4209855180,-49.9994166950,6.2800
,26.0748444250,57.5366065611,6.2800
,12.4703075109,27.7108086113,6.2800
,44.3037568033,-29.8552755795,6.2810
,103.3433277034,10.9966537450,6.2810
,166.5239169995,-51.2129202213,6.2810
,256.5491235827,-21.5645737480,6.2820
,320.0586608573,22.0261784094,6.2820
,344.3866847141,3.8102421397,6.2820
,103.0952589596,-5.3162769110,6.2820
,295.9145678388,57.0427159325,6.2820
,54.5822228997,56.9327153861,6.2820
,332.5879500176,-3.8940882497,6.2820
,86.8278597694,-35.6740740922,6.2820
,105.0751487981,-5.3671613692,6.2820
,305.7532908732,-9.6547105228,6.2830
,330.5493992240,-17.9034730034,6.2830
,15.8237244409,-29.5258464897,6.2830
,326.1228014642,-38.5525281240,6.2830
,48.2562057215,-35.9436899502,6.2830
,224.3071192841,-29.1576771664,6.2830
,14.4771286631,13.6958619145,6.2830
,284.3933158174,-39.8231949461,6.2840
,114.0695679419,-8.3113016902,6.2840
,239.0584611545,-31.7858809957,6.2840
,301.1854932610,63.8902048055,6.2840
,258.0690197238,-38.8225371817,6.2850
,337.0812054767,64.0851550152,6.2850
,227.6864292276,-61.4223224117,6.2850
,162.9453281708,-57.2723039374,6.2850
,193.1145786128,16.1224951662,6.2850
,292.6442159648,-55.1100528137,6.2850
,174.1696801194,-37.2371862313,6.2860
,148.7639886241,61.1161237084,6.2860
,283.3000122734,-51.9314374542,6.2860
,291.3432982403,20.2717268650,6.2870
,159.0892539793,36.3269277973,6.2870
,39.6164821566,38.0891417517,6.2870
,310.7206729140,-39.5588305574,6.2890
,243.5566945592,5.9018472232,6.2890
,205.6200268000,41.6742849879,6.2890
,173.6770454692,16.7969160609,6.2890
,252.6503931097,41.8964990291,6.2900
,120.2004286253,19.8162150127,6.2900
,81.1600969856,31.2239131086,6.2900
,111.3414031929,81.2574699221,6.2900
,295.5121756456,-9.1936558408,6.2900
,30.7155652955,-23.8866285310,6.2900
,232.3378898932,62.0995293997,6.2900
,254.3793563760,25.3528417071,6.2900
,254.0697246621,73.1278662750,6.2900
,84.3167672529,66.6966917078,6.2900
,16.7894099657,53.4981848368,6.2900
,66.7536322480,57.5853071334,6.2900
,91.2889420919,75.5859190052,6.2900
,130.1125420631,19.5448123093,6.2900
,127.6634536385,-44.7373184399,6.2900
,250.1849977347,-51.4782574871,6.2900
,198.0350196604,24.2580407418,6.2900
,233.2323567625,31.3589775194,6.2900
,102.6762625907,-8.0409966118,6.2900
,293.2919529476,60.1586910730,6.2900
,284.9921213045,22.8145136222,6.2900
,310.3510904242,-25.9999105463,6.2900
,290.1377332019,35.1859600344,6.2900
,274.6673258524,-42.2883952905,6.2900
,178.4594879660,0.5521147506,6.2900
,163.9052017807,24.7490416233,6.2900
,102.0534241905,55.7044840838,6.2900
,228.7108189158,-5.5025519148,6.2900
,283.1179785846,-26.6507714533,6.2900
,223.1379217549,-30.5772560453,6.2900
,148.2417817891,-27.3321727665,6.2900
,183.9228788173,72.5511967157,6.2900
,267.8500000000,-35.3500000000,6.2900
,267.8500000000,-35.3500000000,6.2900
,220.5135350759,61.2619132151,6.2900
,174.6002865795,-2.4359039156,6.2900
,12.4715267573,27.7102881781,6.2900
,274.5122588415,13.7770304234,6.2910
,82.6806164777,22.4622549188,6.2910
,51.8278157650,12.7352832757,6.2910
,35.9656015434,55.3648618548,6.2910
,141.3854189030,16.5855872310,6.2920
,86.8111876941,42.5267462151,6.2920
,96.1854019946,-40.2839791743,6.2920
,321.0868491885,-46.6147055808,6.2930
,158.8531681761,-76.3089823788,6.2930
,255.4635532111,-18.8855348798,6.2930
,355.6827589720,16.3357198330,6.2930
,344.7930869200,52.6545306745,6.2930
,286.7846942390,-18.7381686327,6.2930
,166.6146394625,-50.9567261082,6.2940
,119.9170289069,-60.2073507485,6.2940
,186.9560303733,-16.6318443604,6.2940
,163.1503862970,-0.2016606614,6.2940
,235.8535779010,-15.0432301792,6.2950
,167.9323165180,14.4001536185,6.2950
,31.6221222610,0.0353438106,6.2950
,62.3648795380,59.9080702056,6.2950
,81.7698472007,-11.9009627784,6.2950
,295.8100775666,58.0166171861,6.2950
,271.7228092399,50.8228275799,6.2950
,220.1364969250,-56.4407643697,6.2960
,138.3575904831,-38.6164744240,6.2960
,276.1755318313,-7.0759329493,6.2960
,276.4775279914,-33.9457182377,6.2960
,270.4512580659,-36.3778543852,6.2960
,341.8298406365,-34.1617201513,6.2960
,345.1026679230,-25.6268476504,6.2960
,257.6276325285,52.4087705208,6.2960
,239.3742671460,39.6950855985,6.2970
,120.4323201165,25.0894662990,6.2970
,110.9930718285,-35.8378369450,6.2970
,111.4290838140,-31.7387216140,6.2970
,128.2221316369,69.3199026915,6.2970
,81.1504253654,2.3531647281,6.2970
,239.2661283400,-48.1621886717,6.2970
,341.0686633274,-60.4996171604,6.2980
,54.1255977517,-78.3230728694,6.2980
,35.5489532470,-43.1998094887,6.2980
,228.3827931603,22.9833937175,6.2980
,1.2659281280,-0.5030357268,6.2980
,273.8852641484,45.2093168630,6.2980
,244.7821744407,-20.2180683499,6.2980
,327.4208965125,-12.7228806977,6.2980
,280.9634736792,-6.8181215535,6.2990
,210.9712087650,-22.4215981218,6.2990
,274.9835912765,51.3478228870,6.2990
,57.9240651389,68.5074861705,6.2990
,304.0950240582,-12.3371193995,6.2990
,221.8837303141,-43.5568080743,6.3000
,274.3507046988,-9.7586104193,6.3000
,209.0435822868,32.0325946979,6.3000
,124.8128456938,-10.1657512710,6.3000
,109.8070186687,-33.7271637593,6.3000
,63.9428519725,15.4006960712,6.3000
,173.3560036968,-70.1947892494,6.3000
,28.2113559776,51.4748366463,6.3000
,25.9589284836,32.1920163391,6.3000
,59.1259733602,71.8216273646,6.3000
,107.0553012393,33.8323894596,6.3000
,43.2987293993,16.4834601478,6.3000
,96.6777400898,-14.6034298419,6.3000
,286.0042372861,-57.9599603659,6.3000
,154.9251260078,-65.1372378123,6.3000
,195.9419458333,-20.5833555556,6.3000
,154.1672263670,-51.2046374889,6.3000
,256.1888604761,-20.4947049832,6.3000
,287.0606826217,-24.6573703051,6.3000
,193.5545195150,33.5344794659,6.3000
,12.3892949828,-23.3621406711,6.3000
,64.9059028822,10.1214372674,6.3000
,47.0160519804,52.2135090385,6.3000
,337.2885278603,58.4040964536,6.3000
,175.9383333333,-62.5200000000,6.3000
,158.9404166667,-60.1261111111,6.3000
,188.7541666667,36.3716666667,6.3000
,283.1454166667,-20.1775000000,6.3000
,123.1658333333,-37.6594444444,6.3000
,115.0430000000,-33.5400000000,6.3000
,12.2135833333,27.7401111111,6.3000
,305.7313836594,42.9835436693,6.3000
,262.2535950936,-43.9739188397,6.3000
,242.9149968345,33.3427654740,6.3000
,88.5656636782,3.2256414067,6.3020
,61.6526237222,54.0086676492,6.3020
,172.6034389108,46.6575323598,6.3020
,44.9096040113,-32.5071985550,6.3020
,281.1678986807,23.5898846940,6.3020
,356.5052343679,-40.1825656771,6.3020
,181.4734167240,-65.5468761474,6.3030
,291.8912814948,14.2824801012,6.3030
,143.9703486493,14.3795939308,6.3030
,67.7799600695,15.1050377079,6.3030
,32.5322938941,53.8430920786,6.3030
,311.6608044301,46.5316901235,6.3030
,75.9748014897,-41.7449516491,6.3030
,194.3880370502,-22.7534993223,6.3030
,31.5510970872,8.2481111508,6.3030
,309.3824070383,31.5725396896,6.3040
,48.9464235147,32.8567135064,6.3040
,186.3230508140,-65.7698550057,6.3040
,193.0226396282,-48.0942781525,6.3040
,156.6538108405,-0.9880563509,6.3050
,122.2368576730,-11.3396524743,6.3050
,105.0345031825,-20.1584246898,6.3050
,60.1536985079,17.2966589894,6.3050
,213.9111877452,-45.0007555958,6.3050
,300.3615780175,-40.8143344178,6.3060
,154.6577271091,-36.8045653020,6.3060
,108.4889070549,-30.3397922229,6.3060
,238.9567538510,58.9117714328,6.3060
,218.5487791210,32.5344787714,6.3060
,279.2877492575,16.1982947834,6.3070
,306.4338100168,10.0560006712,6.3070
,239.6283197093,-37.5038829459,6.3070
,247.1810267294,51.4077406474,6.3070
,290.7685353278,-7.4006170939,6.3080
,154.9978379111,-9.0590031908,6.3080
,140.2312407511,-15.6178262264,6.3080
,124.3463816042,-16.2851131055,6.3080
,63.7169476338,37.5426719297,6.3080
,186.2765058712,63.8027789317,6.3080
,281.0331222209,-36.7183368395,6.3080
,265.1716100522,31.2874772464,6.3090
,341.9841796795,-25.9120348024,6.3090
,96.4463897216,-3.8890149702,6.3090
,157.4768201901,65.6262311829,6.3090
,116.9105259854,-15.9906892244,6.3090
,95.5146311346,59.3721609196,6.3100
,156.0549049485,2.3680175405,6.3100
,323.8296521396,28.1976068662,6.3100
,115.7725755450,0.1893328397,6.3100
,315.9311110581,46.8631370643,6.3100
,129.2030947612,74.7236767189,6.3100
,348.5599245186,50.6178949101,6.3100
,288.8299028889,50.0711215336,6.3100
,182.9371055270,57.0544047995,6.3100
,26.1105277620,46.1396924196,6.3100
,13.7716847623,48.6785225282,6.3100
,120.2532561872,23.5830823158,6.3100
,152.1430109919,83.9183868454,6.3100
,286.4463651001,29.9216757155,6.3100
,49.0905138216,-5.7304647283,6.3100
,46.2970762359,-8.2742458335,6.3100
,210.7669555174,-17.3670144143,6.3100
,201.7766077037,-49.1437096825,6.3100
,141.9543466206,-71.7811015318,6.3100
,314.7684236292,4.2935597556,6.3100
,99.6591136952,1.6135208913,6.3100
,255.3877147052,14.9497188977,6.3100
,214.9489105737,38.7940496277,6.3100
,346.7893352061,-49.6061332167,6.3100
,76.1089879108,-35.7051062449,6.3100
,130.9763696422,-68.2115838569,6.3100
,252.5927147068,-2.6543575594,6.3100
,86.5119506875,-4.2684849191,6.3100
,143.8908341174,-19.5833963975,6.3100
,40.6205712030,10.7417289500,6.3100
,340.1998866698,-3.5543083786,6.3100
,254.0750000000,-40.6666666667,6.3100
,13.4483321270,52.6892944331,6.3100
HD 62264AB,115.7725811248,0.1893342001,6.3100
,247.8676135417,72.6123380664,6.3100
,138.8946376423,-57.5777408671,6.3110
,83.7393031629,-61.1760487099,6.3110
,229.8751990827,32.5149008316,6.3110
,85.7888287421,-1.6132519920,6.3110
,289.7198004780,9.6180683630,6.3110
,103.8132770818,45.8264094742,6.3110
,149.2253840242,-27.4751550114,6.3120
,319.5020400457,-64.6815803642,6.3130
,275.7587893310,-10.2189552458,6.3130
,344.3216431889,-4.8100946132,6.3130
,82.5864737951,-7.4348161439,6.3130
,59.6215208331,38.8402567209,6.3130
,117.3678342529,-44.7511565131,6.3130
,122.1026665164,-63.8008208286,6.3140
,102.6539971504,-25.7783943233,6.3140
,159.8451307244,-64.1117884053,6.3140
,339.9341027984,-28.3256596437,6.3140
,359.1247789068,-24.7372181217,6.3150
,116.6392195576,-37.7725686279,6.3150
,253.1142289297,-40.7231550252,6.3150
,349.8642246124,34.7931824866,6.3150
,180.2572443091,-1.7681662205,6.3160
,97.1767125784,-41.0748582625,6.3160
,71.6006765165,-2.9545278457,6.3160
,214.4549967972,48.0020037516,6.3160
,253.0737622217,-67.6816370388,6.3170
,121.6733652129,-48.4973888986,6.3170
,240.3314764643,-31.8891336681,6.3170
,249.4697302383,78.9186708629,6.3170
,289.6577995198,49.5694549846,6.3170
,26.9500602842,46.2297488721,6.3170
,321.1023488414,10.1742215473,6.3170
,312.4510846842,7.8641868444,6.3180
,259.1224952517,60.6706129944,6.3180
,20.0808252927,77.5706856291,6.3180
,138.8539481356,-15.0249114243,6.3180
,174.2550201105,-32.9882065053,6.3180
,230.1689607258,-67.4815261974,6.3180
,203.6206539368,-48.2721616893,6.3190
,139.4261859776,-54.4948283446,6.3190
,294.0347964902,22.5857622835,6.3190
,234.5658811058,-28.2066565355,6.3190
,95.8103076481,-31.7903149194,6.3190
,343.2974018157,40.1673613514,6.3200
,26.9490352163,-37.1594838355,6.3200
,125.8205550456,-38.2860792310,6.3200
,72.0292674299,55.6026117816,6.3200
,98.8784099551,-22.1090519454,6.3200
,129.7495356091,52.9250786277,6.3200
,338.3201226549,70.3737148739,6.3200
,91.2607546112,37.9642776220,6.3200
,110.2629108521,42.6559125485,6.3200
,205.0968004018,50.5194150188,6.3200
,249.4500426571,13.6870327595,6.3200
,336.6427934333,-16.7415893639,6.3200
